ID;Revier (Nummer);Stamm-Standortformengruppe;Feinbodenform (Kürzel);Feinbodenform;Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005) (Kürzel);Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005);Art der Feinbodenform;natürliche Grund-/ Stauwasserstufe;Feinheiten der Körnung im Oberboden;Feinheiten der Körnung im übrigen Profil;Kalktiefe [m];Mächtigkeit der organischen Auflage [cm];Mächtigkeit des Ah-Horizontes [cm];Flächengröße [ha]
3213;001013;R2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;25,89820683
3214;001013;NR2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;5,39274416
3384;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;3,13258968
3385;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,25592341
3387;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,17506092
3192;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,40039375
3193;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,88481039
2338;002027;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,27585316
2147;004041;Z2;TeS;Teschendorfer Sand-Rumpfrosterde;eBB: s;Erodierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;25,38239542
2165;004046;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;561,61576372
2167;004046;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,22025739
2168;004046;Z2;TeS;Teschendorfer Sand-Rumpfrosterde;eBB: s;Erodierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;10,59812762
2169;004046;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,2502425
3314;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,206179
3316;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,07490037
3317;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,61542449
3318;001013;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,6403297
3320;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,56433349
3194;001013;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,47381742
3195;001013;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,41498554
3197;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,78588723
3198;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,24450338
3290;001013;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2104626
3291;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,23470884
2149;004044;A2;KdS6;Kersdorfer Sand-Ranker;rgRQ: s;Reliktisch vergleyter Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,35987912
2296;003038;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,03411116
2179;004047;Z2;sTeS/l;Teschendorfer Sand-Rumpfrosterde, übersandet, tief lehmunterlagert;RQ\eBB: s///l;Flacher Regosol über erodierter Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;10,18842866
2181;004047;Z2;sTeS/l;Teschendorfer Sand-Rumpfrosterde, übersandet, tief lehmunterlagert;RQ\eBB: s///l;Flacher Regosol über erodierter Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;6,82224995
2182;004047;Z2;sTeS/l;Teschendorfer Sand-Rumpfrosterde, übersandet, tief lehmunterlagert;RQ\eBB: s///l;Flacher Regosol über erodierter Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,03111479
3502;001015;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,4966514
3504;001015;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,56331359
3506;001015;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,64310384
3292;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,02184512
3294;001013;A2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,25261691
3295;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,26006564
3297;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2453347
3298;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,1211715
3482;001015;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,91091589
3483;001015;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,60577473
3485;001015;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,33559142
2233;004045;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;26,63284563
2234;004045;Z2;BtDü;Dünenkomplex;pRQ: s;Podsoliger Regosol über Sand;-; ; ; ; ; ; ;1,0637797
2311;002027;Z2;sBäS6;Bärenthorener Sand-Braunerde, übersandet;rgRQ\BB: s;Flacher reliktisch vergleyter Regosol über Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;9,23969481
2312;002027;Z2;sBäS6;Bärenthorener Sand-Braunerde, übersandet;rgRQ\BB: s;Flacher reliktisch vergleyter Regosol über Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,9947197
2313;002027;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,12295054
3507;002024;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,72715593
3411;001013;OM2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,5220188
3413;001013;OK2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,56897734
3486;001015;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,91136847
3487;001015;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,29400601
3389;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;6,39816379
3390;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,23148115
3391;001013;OK3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,20314201
2293;003038;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;1,9212111
2294;003038;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;3,83650519
2295;003038;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;8,31028612
2314;002027;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,33465159
2101;004041;M2;CpS;Caputher Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;15,01968081
2102;004041;M2;CpS;Caputher Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;0,23260278
3414;001013;NM2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,38502237
3217;001013;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,77851498
3218;001013;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,57274215
3220;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12228007
3221;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,24589758
3223;001013;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,29468526
3224;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,21918101
3225;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,59852271
3393;001013;OK3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,14185556
3394;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,36167151
3396;001013;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,07371313
3200;001013;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,54949348
2339;002027;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,40724961
2341;003039;M2;SeS;Schwenower Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";ca 1,6...3m; ; ;4,80154598
2342;003039;NM2;SuSU 4;Summter Sand-Graugley;GG-rGG: s;Gley-Reliktgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;0,59961283
2151;002027;M2;LwS/L;Lienewitzer Sand-Braunerde, lehmunterlagert;BB: s//l;Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,75390334
2104;004041;M2;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,67780258
2105;004044;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,02032679
2170;004046;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;4,80893889
2172;004046;Z2;TeS;Teschendorfer Sand-Rumpfrosterde;eBB: s;Erodierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,0966133
3226;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,03714957
3321;001013;NK2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,20514926
3323;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,08416352
3324;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,0305715
3203;001013;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,34263594
3205;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,76945717
3206;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,14640493
2152;002027;M2;LwS/L;Lienewitzer Sand-Braunerde, lehmunterlagert;BB: s//l;Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;3,98480988
2153;002027;Z2;SA(MZ)6;Überführungskartierung aus SOK 1952;-;-;-; ; ; ; ; ; ;1,73281005
2173;004046;M2;NeS6;Nedlitzer Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;16,8003731
3376;001013;A2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,22496852
3326;001013;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,74773699
3508;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,20410089
3509;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,33050069
2280;002025;M2;DoS;Dobrizer Bändersand-Braunerde;lBB: s;Lessivierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">bmfS</a>";>3m oder frei; ; ;1,69063552
2360;003038;K2;SwtL;Schwarzheider Tieflehm-Fahlerde;BB-LF: s/el;Braunerde-Fahlerde aus Sand über Carbonatlehm (3-7 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">al+lS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">L</a>";ca 0,8...1,6m; ; ;7,84101801
2235;004045;Z2;BtDü;Dünenkomplex;pRQ: s;Podsoliger Regosol über Sand;-; ; ; ; ; ; ;32,07556671
2236;004041;Z2;BtDü;Dünenkomplex;pRQ: s;Podsoliger Regosol über Sand;-; ; ; ; ; ; ;0,16689221
3377;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;5,96294525
